TABLE_QUALIFIER,TABLE_OWNER,TABLE_NAME,GRANTOR,GRANTEE,PRIVILEGE,IS_GRANTABLE
EncounterPRO_OS,sys,dm_cryptographic_provider_properties,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_cryptographic_provider_properties,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_cryptographic_provider_properties,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_cryptographic_provider_properties,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_cryptographic_provider_properties,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_database_encryption_keys,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_database_encryption_keys,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_database_encryption_keys,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_database_encryption_keys,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_database_encryption_keys,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_db_file_space_usage,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_db_file_space_usage,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_db_file_space_usage,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_db_file_space_usage,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_db_file_space_usage,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_db_index_usage_stats,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_db_index_usage_stats,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_db_index_usage_stats,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_db_index_usage_stats,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_db_index_usage_stats,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_db_mirroring_auto_page_repair,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_db_mirroring_auto_page_repair,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_db_mirroring_auto_page_repair,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_db_mirroring_auto_page_repair,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_db_mirroring_auto_page_repair,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_db_mirroring_connections,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_db_mirroring_connections,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_db_mirroring_connections,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_db_mirroring_connections,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_db_mirroring_connections,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_db_mirroring_past_actions,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_db_mirroring_past_actions,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_db_mirroring_past_actions,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_db_mirroring_past_actions,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_db_mirroring_past_actions,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_db_missing_index_details,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_db_missing_index_details,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_db_missing_index_details,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_db_missing_index_details,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_db_missing_index_details,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_db_missing_index_group_stats,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_db_missing_index_group_stats,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_db_missing_index_group_stats,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_db_missing_index_group_stats,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_db_missing_index_group_stats,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_db_missing_index_groups,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_db_missing_index_groups,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_db_missing_index_groups,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_db_missing_index_groups,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_db_missing_index_groups,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_db_partition_stats,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_db_partition_stats,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_db_partition_stats,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_db_partition_stats,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_db_partition_stats,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_db_persisted_sku_features,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_db_persisted_sku_features,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_db_persisted_sku_features,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_db_persisted_sku_features,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_db_persisted_sku_features,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_db_script_level,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_db_script_level,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_db_script_level,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_db_script_level,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_db_script_level,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_db_session_space_usage,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_db_session_space_usage,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_db_session_space_usage,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_db_session_space_usage,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_db_session_space_usage,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_db_task_space_usage,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_db_task_space_usage,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_db_task_space_usage,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_db_task_space_usage,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_db_task_space_usage,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_exec_background_job_queue,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_exec_background_job_queue,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_exec_background_job_queue,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_exec_background_job_queue,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_exec_background_job_queue,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_exec_background_job_queue_stats,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_exec_background_job_queue_stats,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_exec_background_job_queue_stats,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_exec_background_job_queue_stats,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_exec_background_job_queue_stats,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_exec_cached_plans,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_exec_cached_plans,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_exec_cached_plans,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_exec_cached_plans,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_exec_cached_plans,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_exec_connections,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_exec_connections,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_exec_connections,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_exec_connections,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_exec_connections,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_exec_procedure_stats,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_exec_procedure_stats,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_exec_procedure_stats,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_exec_procedure_stats,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_exec_procedure_stats,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_exec_query_memory_grants,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_exec_query_memory_grants,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_exec_query_memory_grants,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_exec_query_memory_grants,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_exec_query_memory_grants,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_exec_query_optimizer_info,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_exec_query_optimizer_info,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_exec_query_optimizer_info,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_exec_query_optimizer_info,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_exec_query_optimizer_info,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_exec_query_resource_semaphores,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_exec_query_resource_semaphores,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_exec_query_resource_semaphores,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_exec_query_resource_semaphores,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_exec_query_resource_semaphores,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_exec_query_stats,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_exec_query_stats,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_exec_query_stats,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_exec_query_stats,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_exec_query_stats,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_exec_query_transformation_stats,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_exec_query_transformation_stats,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_exec_query_transformation_stats,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_exec_query_transformation_stats,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_exec_query_transformation_stats,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_exec_requests,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_exec_requests,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_exec_requests,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_exec_requests,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_exec_requests,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_exec_sessions,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_exec_sessions,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_exec_sessions,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_exec_sessions,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_exec_sessions,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_exec_trigger_stats,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_exec_trigger_stats,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_exec_trigger_stats,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_exec_trigger_stats,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_exec_trigger_stats,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_filestream_file_io_handles,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_filestream_file_io_handles,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_filestream_file_io_handles,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_filestream_file_io_handles,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_filestream_file_io_handles,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_filestream_file_io_requests,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_filestream_file_io_requests,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_filestream_file_io_requests,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_filestream_file_io_requests,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_filestream_file_io_requests,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_fts_active_catalogs,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_fts_active_catalogs,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_fts_active_catalogs,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_fts_active_catalogs,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_fts_active_catalogs,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_fts_fdhosts,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_fts_fdhosts,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_fts_fdhosts,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_fts_fdhosts,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_fts_fdhosts,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_fts_index_population,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_fts_index_population,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_fts_index_population,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_fts_index_population,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_fts_index_population,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_fts_memory_buffers,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_fts_memory_buffers,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_fts_memory_buffers,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_fts_memory_buffers,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_fts_memory_buffers,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_fts_memory_pools,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_fts_memory_pools,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_fts_memory_pools,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_fts_memory_pools,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_fts_memory_pools,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_fts_outstanding_batches,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_fts_outstanding_batches,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_fts_outstanding_batches,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_fts_outstanding_batches,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_fts_outstanding_batches,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_fts_population_ranges,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_fts_population_ranges,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_fts_population_ranges,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_fts_population_ranges,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_fts_population_ranges,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_io_backup_tapes,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_io_backup_tapes,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_io_backup_tapes,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_io_backup_tapes,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_io_backup_tapes,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_io_cluster_shared_drives,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_io_cluster_shared_drives,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_io_cluster_shared_drives,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_io_cluster_shared_drives,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_io_cluster_shared_drives,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_io_pending_io_requests,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_io_pending_io_requests,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_io_pending_io_requests,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_io_pending_io_requests,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_io_pending_io_requests,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_os_buffer_descriptors,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_os_buffer_descriptors,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_os_buffer_descriptors,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_os_buffer_descriptors,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_os_buffer_descriptors,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_os_child_instances,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_os_child_instances,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_os_child_instances,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_os_child_instances,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_os_child_instances,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_os_cluster_nodes,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_os_cluster_nodes,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_os_cluster_nodes,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_os_cluster_nodes,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_os_cluster_nodes,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_os_dispatcher_pools,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_os_dispatcher_pools,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_os_dispatcher_pools,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_os_dispatcher_pools,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_os_dispatcher_pools,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_os_dispatchers,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_os_dispatchers,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_os_dispatchers,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_os_dispatchers,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_os_dispatchers,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_os_hosts,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_os_hosts,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_os_hosts,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_os_hosts,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_os_hosts,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_os_latch_stats,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_os_latch_stats,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_os_latch_stats,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_os_latch_stats,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_os_latch_stats,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_os_loaded_modules,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_os_loaded_modules,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_os_loaded_modules,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_os_loaded_modules,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_os_loaded_modules,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_os_memory_allocations,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_os_memory_allocations,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_os_memory_allocations,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_os_memory_allocations,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_os_memory_allocations,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_os_memory_brokers,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_os_memory_brokers,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_os_memory_brokers,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_os_memory_brokers,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_os_memory_brokers,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_os_memory_cache_clock_hands,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_os_memory_cache_clock_hands,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_os_memory_cache_clock_hands,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_os_memory_cache_clock_hands,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_os_memory_cache_clock_hands,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_os_memory_cache_counters,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_os_memory_cache_counters,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_os_memory_cache_counters,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_os_memory_cache_counters,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_os_memory_cache_counters,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_os_memory_cache_entries,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_os_memory_cache_entries,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_os_memory_cache_entries,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_os_memory_cache_entries,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_os_memory_cache_entries,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_os_memory_cache_hash_tables,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_os_memory_cache_hash_tables,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_os_memory_cache_hash_tables,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_os_memory_cache_hash_tables,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_os_memory_cache_hash_tables,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_os_memory_clerks,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_os_memory_clerks,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_os_memory_clerks,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_os_memory_clerks,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_os_memory_clerks,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_os_memory_node_access_stats,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_os_memory_node_access_stats,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_os_memory_node_access_stats,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_os_memory_node_access_stats,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_os_memory_node_access_stats,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_os_memory_nodes,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_os_memory_nodes,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_os_memory_nodes,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_os_memory_nodes,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_os_memory_nodes,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_os_memory_objects,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_os_memory_objects,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_os_memory_objects,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_os_memory_objects,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_os_memory_objects,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_os_memory_pools,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_os_memory_pools,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_os_memory_pools,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_os_memory_pools,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_os_memory_pools,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_os_nodes,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_os_nodes,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_os_nodes,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_os_nodes,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_os_nodes,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_os_performance_counters,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_os_performance_counters,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_os_performance_counters,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_os_performance_counters,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_os_performance_counters,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_os_process_memory,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_os_process_memory,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_os_process_memory,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_os_process_memory,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_os_process_memory,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_os_ring_buffers,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_os_ring_buffers,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_os_ring_buffers,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_os_ring_buffers,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_os_ring_buffers,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_os_schedulers,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_os_schedulers,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_os_schedulers,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_os_schedulers,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_os_schedulers,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_os_spinlock_stats,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_os_spinlock_stats,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_os_spinlock_stats,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_os_spinlock_stats,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_os_spinlock_stats,dbo,sys,UPDATE,YES
EncounterPRO_OS,sys,dm_os_stacks,dbo,sys,DELETE,YES
EncounterPRO_OS,sys,dm_os_stacks,dbo,sys,INSERT,YES
EncounterPRO_OS,sys,dm_os_stacks,dbo,sys,REFERENCES,YES
EncounterPRO_OS,sys,dm_os_stacks,dbo,sys,SELECT,YES
EncounterPRO_OS,sys,dm_os_stacks,dbo,sys,UPDATE,YES
